"Id","SalePrice"
1461,166799.124891884
1462,162673.004488073
1463,216312.569737611
1464,217687.943205548
1465,209435.702397927
1466,210811.075865864
1467,209435.702397927
1468,217687.943205548
1469,206684.955462053
1470,179177.486103316
1471,219063.316673485
1472,180552.859571252
1473,180552.859571252
1474,186054.353443
1475,186054.353443
1476,232817.051352854
1477,232817.051352854
1478,227315.557481106
1479,227315.557481106
1480,224564.810545233
1481,223189.437077296
1482,228690.930949043
1483,227315.557481106
1484,228690.930949043
1485,225940.18401317
1486,225940.18401317
1487,217687.943205548
1488,227315.557481106
1489,232817.051352854
1490,227315.557481106
1491,225940.18401317
1492,110408.812706472
1493,184678.979975063
1494,210811.075865864
1495,209435.702397927
1496,225940.18401317
1497,225940.18401317
1498,225940.18401317
1499,225940.18401317
1500,227315.557481106
1501,220438.690141422
1502,224564.810545233
1503,234192.424820791
1504,220438.690141422
1505,223189.437077296
1506,175051.365699505
1507,210811.075865864
1508,190180.473846811
1509,180552.859571252
1510,173675.992231568
1511,173675.992231568
1512,175051.365699505
1513,170925.245295695
1514,168174.498359821
1515,154420.763680452
1516,150294.643276641
1517,173675.992231568
1518,162673.004488073
1519,224564.810545233
1520,164048.37795601
1521,164048.37795601
1522,164048.37795601
1523,159922.2575522
1524,154420.763680452
1525,158546.884084262
1526,162673.004488073
1527,110408.812706472
1528,148919.269808704
1529,165423.751423947
1530,169549.871827757
1531,82901.3433477338
1532,110408.812706472
1533,161297.631020136
1534,135165.535129336
1535,148919.269808704
1536,110408.812706472
1537,114534.933110282
1538,82901.3433477338
1539,69147.6086683651
1540,96655.0780271031
1541,113159.559642346
1542,151670.016744578
1543,113159.559642346
1544,117285.680046156
1545,136540.908597272
1546,137916.282065209
1547,140667.029001083
1548,148919.269808704
1549,132414.788193462
1550,124162.547385841
1551,114534.933110282
1552,103531.945366787
1553,99405.8249629769
1554,110408.812706472
1555,164048.37795601
1556,106282.692302661
1557,103531.945366787
1558,137916.282065209
1559,92528.9576232922
1560,96655.0780271031
1561,175051.365699505
1562,173675.992231568
1563,176426.739167442
1564,190180.473846811
1565,176426.739167442
1566,188805.100378874
1567,120036.42698203
1568,190180.473846811
1569,135165.535129336
1570,151670.016744578
1571,147543.896340767
1572,157171.510616326
1573,232817.051352854
1574,170925.245295695
1575,202558.835058243
1576,210811.075865864
1577,234192.424820791
1578,82901.3433477338
1579,214937.196269675
1580,216312.569737611
1581,188805.100378874
1582,181928.23303919
1583,224564.810545233
1584,216312.569737611
1585,224564.810545233
1586,144793.149404894
1587,157171.510616326
1588,176426.739167442
1589,148919.269808704
1590,186054.353443
1591,162673.004488073
1592,115910.306578219
1593,136540.908597272
1594,175051.365699505
1595,125537.920853777
1596,139291.655533146
1597,151670.016744578
1598,212186.449333801
1599,205309.581994116
1600,205309.581994116
1601,139291.655533146
1602,111784.186174409
1603,77399.8494759863
1604,225940.18401317
1605,217687.943205548
1606,188805.100378874
1607,187429.726910937
1608,231441.677884917
1609,232817.051352854
1610,228690.930949043
1611,172300.618763631
1612,225940.18401317
1613,219063.316673485
1614,183303.606507126
1615,179177.486103316
1616,179177.486103316
1617,181928.23303919
1618,180552.859571252
1619,198432.714654432
1620,199808.088122369
1621,208060.32892999
1622,177802.112635379
1623,212186.449333801
1624,210811.075865864
1625,159922.2575522
1626,184678.979975063
1627,216312.569737611
1628,224564.810545233
1629,214937.196269675
1630,225940.18401317
1631,217687.943205548
1632,213561.822801738
1633,217687.943205548
1634,217687.943205548
1635,212186.449333801
1636,210811.075865864
1637,188805.100378874
1638,190180.473846811
1639,190180.473846811
1640,192931.220782685
1641,190180.473846811
1642,224564.810545233
1643,220438.690141422
1644,223189.437077296
1645,186054.353443
1646,184678.979975063
1647,186054.353443
1648,179177.486103316
1649,180552.859571252
1650,179177.486103316
1651,180552.859571252
1652,183303.606507126
1653,181928.23303919
1654,187429.726910937
1655,186054.353443
1656,188805.100378874
1657,190180.473846811
1658,190180.473846811
1659,187429.726910937
1660,173675.992231568
1661,230066.30441698
1662,232817.051352854
1663,231441.677884917
1664,230066.30441698
1665,231441.677884917
1666,225940.18401317
1667,230066.30441698
1668,231441.677884917
1669,228690.930949043
1670,231441.677884917
1671,224564.810545233
1672,224564.810545233
1673,224564.810545233
1674,228690.930949043
1675,227315.557481106
1676,227315.557481106
1677,230066.30441698
1678,225940.18401317
1679,224564.810545233
1680,231441.677884917
1681,231441.677884917
1682,223189.437077296
1683,224564.810545233
1684,227315.557481106
1685,227315.557481106
1686,227315.557481106
1687,225940.18401317
1688,225940.18401317
1689,225940.18401317
1690,224564.810545233
1691,224564.810545233
1692,223189.437077296
1693,225940.18401317
1694,220438.690141422
1695,219063.316673485
1696,219063.316673485
1697,219063.316673485
1698,220438.690141422
1699,212186.449333801
1700,213561.822801738
1701,210811.075865864
1702,231441.677884917
1703,231441.677884917
1704,230066.30441698
1705,228690.930949043
1706,227315.557481106
1707,231441.677884917
1708,231441.677884917
1709,230066.30441698
1710,228690.930949043
1711,228690.930949043
1712,231441.677884917
1713,228690.930949043
1714,224564.810545233
1715,224564.810545233
1716,230066.30441698
1717,228690.930949043
1718,225940.18401317
1719,225940.18401317
1720,225940.18401317
1721,225940.18401317
1722,225940.18401317
1723,224564.810545233
1724,231441.677884917
1725,214937.196269675
1726,209435.702397927
1727,206684.955462053
1728,212186.449333801
1729,201183.461590306
1730,194306.594250621
1731,168174.498359821
1732,166799.124891884
1733,166799.124891884
1734,172300.618763631
1735,169549.871827757
1736,168174.498359821
1737,192931.220782685
1738,208060.32892999
1739,225940.18401317
1740,231441.677884917
1741,231441.677884917
1742,220438.690141422
1743,219063.316673485
1744,188805.100378874
1745,194306.594250621
1746,187429.726910937
1747,184678.979975063
1748,175051.365699505
1749,177802.112635379
1750,177802.112635379
1751,188805.100378874
1752,175051.365699505
1753,175051.365699505
1754,184678.979975063
1755,180552.859571252
1756,165423.751423947
1757,164048.37795601
1758,161297.631020136
1759,159922.2575522
1760,166799.124891884
1761,170925.245295695
1762,172300.618763631
1763,166799.124891884
1764,158546.884084262
1765,175051.365699505
1766,166799.124891884
1767,173675.992231568
1768,159922.2575522
1769,165423.751423947
1770,164048.37795601
1771,159922.2575522
1772,158546.884084262
1773,159922.2575522
1774,162673.004488073
1775,157171.510616326
1776,153045.390212515
1777,144793.149404894
1778,154420.763680452
1779,155796.137148389
1780,148919.269808704
1781,151670.016744578
1782,162673.004488073
1783,136540.908597272
1784,82901.3433477338
1785,117285.680046156
1786,103531.945366787
1787,96655.0780271031
1788,137916.282065209
1789,110408.812706472
1790,69147.6086683651
1791,177802.112635379
1792,169549.871827757
1793,175051.365699505
1794,162673.004488073
1795,161297.631020136
1796,162673.004488073
1797,151670.016744578
1798,162673.004488073
1799,154420.763680452
1800,164048.37795601
1801,150294.643276641
1802,148919.269808704
1803,170925.245295695
1804,190180.473846811
1805,169549.871827757
1806,131039.414725525
1807,96655.0780271031
1808,96655.0780271031
1809,96655.0780271031
1810,136540.908597272
1811,110408.812706472
1812,96655.0780271031
1813,151670.016744578
1814,110408.812706472
1815,137916.282065209
1816,114534.933110282
1817,96655.0780271031
1818,82901.3433477338
1819,106282.692302661
1820,96655.0780271031
1821,110408.812706472
1822,96655.0780271031
1823,82901.3433477338
1824,114534.933110282
1825,124162.547385841
1826,115910.306578219
1827,117285.680046156
1828,135165.535129336
1829,117285.680046156
1830,103531.945366787
1831,103531.945366787
1832,113159.559642346
1833,120036.42698203
1834,103531.945366787
1835,85652.0902836081
1836,120036.42698203
1837,114534.933110282
1838,103531.945366787
1839,146168.522872831
1840,202558.835058243
1841,190180.473846811
1842,129664.041257588
1843,175051.365699505
1844,190180.473846811
1845,166799.124891884
1846,165423.751423947
1847,159922.2575522
1848,147543.896340767
1849,157171.510616326
1850,159922.2575522
1851,146168.522872831
1852,157171.510616326
1853,198432.714654432
1854,206684.955462053
1855,197057.341186495
1856,210811.075865864
1857,55393.8739889963
1858,191555.847314748
1859,191555.847314748
1860,191555.847314748
1861,191555.847314748
1862,220438.690141422
1863,220438.690141422
1864,220438.690141422
1865,232817.051352854
1866,231441.677884917
1867,231441.677884917
1868,230066.30441698
1869,230066.30441698
1870,231441.677884917
1871,227315.557481106
1872,227315.557481106
1873,209435.702397927
1874,212186.449333801
1875,217687.943205548
1876,217687.943205548
1877,223189.437077296
1878,221814.063609359
1879,190180.473846811
1880,191555.847314748
1881,223189.437077296
1882,224564.810545233
1883,223189.437077296
1884,221814.063609359
1885,219063.316673485
1886,223189.437077296
1887,216312.569737611
1888,230066.30441698
1889,230066.30441698
1890,165423.751423947
1891,227315.557481106
1892,164048.37795601
1893,151670.016744578
1894,164048.37795601
1895,159922.2575522
1896,139291.655533146
1897,135165.535129336
1898,131039.414725525
1899,104907.318834724
1900,107658.065770598
1901,137916.282065209
1902,165423.751423947
1903,137916.282065209
1904,157171.510616326
1905,165423.751423947
1906,150294.643276641
1907,157171.510616326
1908,192931.220782685
1909,192931.220782685
1910,192931.220782685
1911,201183.461590306
1912,180552.859571252
1913,82901.3433477338
1914,117285.680046156
1915,230066.30441698
1916,96655.0780271031
1917,220438.690141422
1918,188805.100378874
1919,188805.100378874
1920,208060.32892999
1921,231441.677884917
1922,231441.677884917
1923,192931.220782685
1924,202558.835058243
1925,224564.810545233
1926,230066.30441698
1927,176426.739167442
1928,177802.112635379
1929,181928.23303919
1930,210811.075865864
1931,209435.702397927
1932,209435.702397927
1933,177802.112635379
1934,216312.569737611
1935,213561.822801738
1936,217687.943205548
1937,214937.196269675
1938,214937.196269675
1939,216312.569737611
1940,209435.702397927
1941,217687.943205548
1942,208060.32892999
1943,205309.581994116
1944,227315.557481106
1945,225940.18401317
1946,154420.763680452
1947,230066.30441698
1948,151670.016744578
1949,203934.20852618
1950,197057.341186495
1951,190180.473846811
1952,191555.847314748
1953,187429.726910937
1954,192931.220782685
1955,177802.112635379
1956,190180.473846811
1957,187429.726910937
1958,214937.196269675
1959,184678.979975063
1960,177802.112635379
1961,180552.859571252
1962,183303.606507126
1963,181928.23303919
1964,181928.23303919
1965,186054.353443
1966,188805.100378874
1967,230066.30441698
1968,230066.30441698
1969,230066.30441698
1970,228690.930949043
1971,227315.557481106
1972,227315.557481106
1973,230066.30441698
1974,225940.18401317
1975,224564.810545233
1976,224564.810545233
1977,221814.063609359
1978,224564.810545233
1979,231441.677884917
1980,227315.557481106
1981,230066.30441698
1982,228690.930949043
1983,228690.930949043
1984,224564.810545233
1985,224564.810545233
1986,225940.18401317
1987,230066.30441698
1988,225940.18401317
1989,223189.437077296
1990,224564.810545233
1991,230066.30441698
1992,220438.690141422
1993,223189.437077296
1994,219063.316673485
1995,219063.316673485
1996,216312.569737611
1997,220438.690141422
1998,217687.943205548
1999,214937.196269675
2000,213561.822801738
2001,210811.075865864
2002,228690.930949043
2003,230066.30441698
2004,230066.30441698
2005,228690.930949043
2006,230066.30441698
2007,230066.30441698
2008,230066.30441698
2009,224564.810545233
2010,224564.810545233
2011,227315.557481106
2012,230066.30441698
2013,213561.822801738
2014,210811.075865864
2015,212186.449333801
2016,221814.063609359
2017,209435.702397927
2018,169549.871827757
2019,166799.124891884
2020,176426.739167442
2021,169549.871827757
2022,184678.979975063
2023,181928.23303919
2024,206684.955462053
2025,210811.075865864
2026,225940.18401317
2027,227315.557481106
2028,230066.30441698
2029,219063.316673485
2030,220438.690141422
2031,221814.063609359
2032,221814.063609359
2033,219063.316673485
2034,219063.316673485
2035,221814.063609359
2036,219063.316673485
2037,219063.316673485
2038,217687.943205548
2039,213561.822801738
2040,188805.100378874
2041,187429.726910937
2042,223189.437077296
2043,177802.112635379
2044,176426.739167442
2045,175051.365699505
2046,172300.618763631
2047,176426.739167442
2048,172300.618763631
2049,172300.618763631
2050,180552.859571252
2051,159922.2575522
2052,166799.124891884
2053,165423.751423947
2054,133790.161661399
2055,165423.751423947
