"Id","SalePrice"
1461,124483.394695882
1462,151540.046028884
1463,191487.080334146
1464,191702.655749252
1465,176280.531427191
1466,175336.557513789
1467,179622.382031031
1468,164154.182153407
1469,189829.260059826
1470,128415.777683923
1471,209141.235188478
1472,100970.432567188
1473,97649.3819779833
1474,143214.109885816
1475,106004.311605254
1476,372789.827410026
1477,253478.00584919
1478,283163.580622936
1479,281290.914012564
1480,412952.263257695
1481,323140.584384556
1482,207135.02375345
1483,179943.373365727
1484,161378.51737994
1485,182090.225036775
1486,195807.445349023
1487,320219.041830977
1488,226678.752653829
1489,202874.807479491
1490,228082.878791705
1491,196767.993563488
1492,86899.2073878125
1493,172746.263180685
1494,284391.316102082
1495,286289.369560714
1496,242654.129069324
1497,173699.175349741
1498,166408.860757911
1499,149192.05411062
1500,158309.320729341
1501,174160.542498329
1502,157080.741706069
1503,225188.816792987
1504,238699.974283616
1505,216228.206196789
1506,193660.175659921
1507,254181.587118173
1508,205411.48271142
1509,166166.527232396
1510,145887.330026182
1511,154077.528576089
1512,177361.24734867
1513,150815.188099653
1514,152331.228439707
1515,203419.803888456
1516,157968.873674396
1517,166423.046984335
1518,124795.481556844
1519,220788.530096758
1520,133599.625950008
1521,133632.692986985
1522,177675.698233263
1523,104833.7556454
1524,129943.602427804
1525,123276.310487616
1526,107158.467813307
1527,108205.378449631
1528,131460.182435485
1529,145092.469102371
1530,171823.626332284
1531,129529.184122305
1532,105641.229269929
1533,148059.3793307
1534,122628.578250819
1535,151581.769843341
1536,113203.99881656
1537,96451.5713620697
1538,142821.735332101
1539,181486.31204356
1540,113623.626914683
1541,136817.538043838
1542,136460.929000444
1543,195728.164611656
1544,83466.5071948799
1545,104724.769198951
1546,140865.587926823
1547,142469.39211279
1548,133243.243520184
1549,110733.101410756
1550,143366.011025031
1551,106640.830048744
1552,140141.642630051
1553,132154.679862555
1554,132036.264449199
1555,166295.27588121
1556,101248.352147054
1557,103830.652017772
1558,100821.748873082
1559,105053.980384937
1560,134244.412746762
1561,144781.681713324
1562,125157.384026962
1563,114153.249017732
1564,159292.934131833
1565,147235.836104016
1566,240582.790840996
1567,74580.8136111599
1568,236074.390668432
1569,148111.681802343
1570,147624.337901324
1571,133763.380636563
1572,149038.106566215
1573,237364.472393028
1574,122618.737230773
1575,200918.120263646
1576,247002.399866831
1577,192738.265566621
1578,145295.549412723
1579,143647.22914968
1580,195783.909830223
1581,145397.001771568
1582,126567.021604923
1583,292055.063718739
1584,223062.29770553
1585,139321.194955986
1586,86749.4953004952
1587,96835.7247584841
1588,146806.889942019
1589,103982.37580617
1590,138440.832947793
1591,93712.2094093833
1592,116391.935522448
1593,127270.523702866
1594,135996.113368887
1595,96362.8140435435
1596,201388.27069194
1597,178146.452180897
1598,221138.192529532
1599,175878.499257317
1600,169241.903572723
1601,91471.635348552
1602,122566.425332288
1603,134602.118967336
1604,245993.540872899
1605,262069.824489943
1606,165457.140832137
1607,157023.46224128
1608,219278.786563054
1609,192896.331436474
1610,161546.721573075
1611,148864.457958265
1612,178072.660872425
1613,161693.906370385
1614,132408.413058473
1615,92194.389772394
1616,83631.5764224277
1617,91748.4240719398
1618,121990.044443673
1619,138781.124107977
1620,154815.518457673
1621,144652.441181506
1622,147705.856649467
1623,240976.95620615
1624,225114.152765882
1625,114030.489733487
1626,165665.490864024
1627,194088.224705804
1628,277715.084378402
1629,185664.758682141
1630,343399.212931705
1631,218013.04971798
1632,246382.112591586
1633,166486.854154756
1634,193279.914582263
1635,176831.772872606
1636,156066.520085695
1637,206563.190787095
1638,175324.092236251
1639,192790.971585122
1640,275032.421715198
1641,185551.725543481
1642,236032.315609617
1643,203976.496789102
1644,228260.129164346
1645,201265.191077169
1646,158387.93077412
1647,159098.935272429
1648,134574.071610866
1649,144417.866686141
1650,114389.568824009
1651,126353.021796005
1652,98034.0746135126
1653,96564.4632894965
1654,143891.341964349
1655,141984.489865924
1656,135360.661337117
1657,144786.226855043
1658,138556.947075073
1659,118518.163474236
1660,159115.580628733
1661,405845.174252862
1662,388776.962474805
1663,384048.56749149
1664,407365.376636548
1665,313711.860441259
1666,309904.045752697
1667,370170.198434546
1668,398095.370970031
1669,308115.832725015
1670,353597.427495068
1671,250672.594192653
1672,368922.371830672
1673,302730.007814771
1674,248231.759892626
1675,193389.596629046
1676,200436.80096668
1677,218592.825917076
1678,344975.927072106
1679,393412.981802007
1680,347532.923395444
1681,236259.895685851
1682,299631.332521912
1683,184120.157982921
1684,177617.894715979
1685,169266.923386577
1686,172527.100042885
1687,165071.888189234
1688,194450.05034625
1689,193132.367574067
1690,190595.687001612
1691,176579.323396193
1692,255374.389195883
1693,168264.683106342
1694,179845.312104483
1695,168300.957708356
